consumer_appgroup_combined,consumer_app,consumer_env,consumer_loc,provider_appgroup_combined,provider_app,provider_env,provider_loc,transmission,port,protocol,reported_policy_decision,draft_policy_decision,reported_by,first_detected,last_detected,num_flows
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T15:25:05Z,2021-07-16T22:21:40Z,10
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:04Z,2021-07-16T23:05:37Z,70
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Consumer,2021-07-16T15:35:35Z,2021-07-16T22:21:40Z,21
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T01:08:26Z,2021-07-16T22:20:40Z,71
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Consumer,2021-07-16T03:07:57Z,2021-07-16T23:06:07Z,26
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:45:38Z,2021-07-16T23:05:37Z,60
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T08:16:38Z,2021-07-16T23:16:40Z,66
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:38Z,2021-07-16T23:30:40Z,109
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Consumer,2021-07-16T18:23:19Z,2021-07-16T18:23:19Z,4
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Consumer,2021-07-16T03:08:27Z,2021-07-16T22:30:55Z,18
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:04Z,2021-07-16T23:05:37Z,69
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T18:23:19Z,2021-07-16T23:17:26Z,9
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T01:45:56Z,2021-07-16T23:16:56Z,23
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Allowed,Allowed,Consumer,2021-07-16T05:36:34Z,2021-07-16T07:51:52Z,8
APPLICATION | CZZR | PROD | ON PREgIOM,CZZR,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:20:21Z,2021-07-16T19:22:55Z,12
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,1556,TCP,Allowed,Allowed,Consumer,2021-07-16T03:23:18Z,2021-07-16T18:13:14Z,20
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,1556,TCP,Allowed,Allowed,Provider,2021-07-16T00:22:13Z,2021-07-16T22:52:46Z,50
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,APPLICATION | SYSLOGS | PROD | ON PREgIOM,SYSLOGS,PROD,ON PREgIOM,Unicast,514,UDP,Allowed,Allowed,Consumer,2021-07-16T04:15:55Z,2021-07-16T19:19:29Z,16
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,APPLICATION | SYSLOGS | PROD | ON PREgIOM,SYSLOGS,PROD,ON PREgIOM,Unicast,514,UDP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:04:06Z,2021-07-16T23:35:01Z,163
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T02:43:05Z,2021-07-16T23:21:41Z,458
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:07:45Z,2021-07-16T23:37:47Z,539
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Consumer,2021-07-16T06:34:31Z,2021-07-16T20:30:31Z,24
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T02:32:52Z,2021-07-16T20:33:33Z,38
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T03:30:17Z,2021-07-16T22:31:19Z,27
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T08:19:50Z,2021-07-16T18:45:57Z,16
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Consumer,2021-07-16T15:30:55Z,2021-07-16T22:11:59Z,22
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:31:45Z,2021-07-16T22:10:59Z,46
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Consumer,2021-07-16T13:30:46Z,2021-07-16T22:30:49Z,23
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:29:17Z,2021-07-16T23:30:15Z,74
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T02:34:30Z,2021-07-16T23:19:33Z,237
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:30Z,2021-07-16T23:33:33Z,244
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Consumer,2021-07-16T18:26:36Z,2021-07-16T18:26:36Z,4
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T18:25:36Z,2021-07-16T18:25:36Z,4
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Consumer,2021-07-16T03:30:17Z,2021-07-16T22:34:03Z,32
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:29:17Z,2021-07-16T23:30:15Z,66
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T05:28:26Z,2021-07-16T19:20:48Z,6
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T18:29:36Z,2021-07-16T23:18:36Z,9
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T01:05:05Z,2021-07-16T23:18:06Z,23
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Allowed,Allowed,Consumer,2021-07-16T05:33:14Z,2021-07-16T07:33:30Z,6
APPLICATION | CZZRBONITE | TEST | ON PREgIOM,CZZRBONITE,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:17:01Z,2021-07-16T19:19:35Z,11
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:29Z,2021-07-16T23:39:40Z,7842
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T00:36:52Z,2021-07-16T23:04:41Z,77
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:05Z,2021-07-16T23:24:24Z,174
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:36:52Z,2021-07-16T23:04:41Z,120
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:08:19Z,2021-07-16T23:24:24Z,79
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:03:32Z,2021-07-16T23:33:39Z,111
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:36:52Z,2021-07-16T22:13:08Z,79
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:00:05Z,2021-07-16T23:24:24Z,114
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,PATCH MGMT | IST WSUS | PROD | ON PREgIOM,IST WSUS,PROD,ON PREgIOM,Unicast,8530,TCP,Allowed,Allowed,Provider,2021-07-16T02:08:17Z,2021-07-16T23:46:05Z,336
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:32:12Z,2021-07-16T22:34:13Z,27
APPLICATION | CZZTTOOLS | PROD | ON PREgIOM,CZZTTOOLS,PROD,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:17:08Z,2021-07-16T19:19:41Z,11
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,1556,TCP,Allowed,Allowed,Consumer,2021-07-16T03:53:15Z,2021-07-16T23:05:46Z,20
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,APPLICATION | NETBZZCKUP | PROD | ON PREgIOM,NETBZZCKUP,PROD,ON PREgIOM,Unicast,1556,TCP,Allowed,Allowed,Provider,2021-07-16T00:35:05Z,2021-07-16T23:05:46Z,44
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Consumer,2021-07-16T02:43:48Z,2021-07-16T23:43:35Z,1130
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,UDP,Allowed,Allowed,Provider,2021-07-16T00:00:17Z,2021-07-16T23:39:31Z,1302
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Consumer,2021-07-16T03:02:06Z,2021-07-16T23:06:09Z,61
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,88,TCP,Allowed,Allowed,Provider,2021-07-16T01:49:38Z,2021-07-16T23:33:05Z,82
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Consumer,2021-07-16T03:02:06Z,2021-07-16T23:20:35Z,53
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,135,TCP,Allowed,Allowed,Provider,2021-07-16T00:24:30Z,2021-07-16T23:20:35Z,112
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Consumer,2021-07-16T03:53:32Z,2021-07-16T23:20:36Z,80
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,TCP,Allowed,Allowed,Provider,2021-07-16T00:24:30Z,2021-07-16T23:20:36Z,136
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Consumer,2021-07-16T03:02:06Z,2021-07-16T23:17:55Z,124
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,389,UDP,Allowed,Allowed,Provider,2021-07-16T00:02:04Z,2021-07-16T23:33:05Z,163
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T02:36:07Z,2021-07-16T23:36:09Z,184
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Provider,2021-07-16T00:06:06Z,2021-07-16T23:36:09Z,211
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Consumer,2021-07-16T18:28:50Z,2021-07-16T18:28:50Z,4
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,3268,TCP,Allowed,Allowed,Provider,2021-07-16T18:28:50Z,2021-07-16T18:28:50Z,4
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Consumer,2021-07-16T03:02:06Z,2021-07-16T23:20:35Z,19
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49156,TCP,Allowed,Allowed,Provider,2021-07-16T00:24:30Z,2021-07-16T23:20:35Z,461
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Consumer,2021-07-16T02:42:58Z,2021-07-16T23:43:02Z,1269
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,49158,TCP,Allowed,Allowed,Provider,2021-07-16T00:02:52Z,2021-07-16T23:33:02Z,1564
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Allowed,Allowed,Consumer,2021-07-16T02:36:16Z,2021-07-16T23:17:55Z,104
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,80,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:02:35Z,2021-07-16T23:48:26Z,151
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Allowed,Allowed,Consumer,2021-07-16T02:43:21Z,2021-07-16T07:28:31Z,10
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,PATCH MGMT | SOLZZRWINDS | PROD | ON PREgIOM,SOLZZRWINDS,PROD,ON PREgIOM,Unicast,10123,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:28:46Z,2021-07-16T19:14:27Z,15
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,445,TCP,Allowed,Allowed,Consumer,2021-07-16T05:02:02Z,2021-07-16T07:14:07Z,11
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,PROCESSING | NZZUTILUS | PROD | ON PREgIOM,NZZUTILUS,PROD,ON PREgIOM,Unicast,445,TCP,Potentially Blocked,Potentially Blocked,Provider,2021-07-16T00:24:51Z,2021-07-16T19:24:37Z,15
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,1433,TCP,Allowed,Allowed,Consumer,2021-07-16T05:01:48Z,2021-07-16T19:34:52Z,99
APPLICATION | DOCPLUS | TEST | ON PREgIOM,DOCPLUS,TEST,ON PREgIOM,SQL A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Unicast,1433,TCP,Allowed,Allowed,Provider,2021-07-16T00:26:01Z,2021-07-16T19:26:25Z,173
APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,APPLICATION | ENCORE TELLER | PROD | ON PREgIOM,ENCORE TELLER,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T06:17:31Z,2021-07-16T18:17:10Z,4
APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,APPLICATION | IVUE | PROD | ON PREgIOM,IVUE,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T06:17:31Z,2021-07-16T18:17:10Z,8
APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,APPLICATION | NOOSPHERE | PROD | ON PREgIOM,NOOSPHERE,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T06:18:01Z,2021-07-16T18:17:40Z,4
APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,APPLICATION | OKTZZ | PROD | ON PREgIOM,OKTZZ,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T06:18:01Z,2021-07-16T18:17:40Z,4
APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,APPLICATION | OKTZZ | TEST | ON PREgIOM,OKTZZ,TEST,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T06:18:01Z,2021-07-16T18:17:40Z,4
APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,APPLICATION | VQN | PROD | ON PREgIOM,VQN,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T06:17:31Z,2021-07-16T18:17:10Z,4
APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,DHCP A | INFRZZSTRUCTURE | PROD | ON PREgIOM,INFRZZSTRUCTURE,PROD,ON PREgIOM,Multicast,1900,UDP,Allowed,Allowed,Provider,2021-07-16T06:17:31Z,2021-07-16T18:17:10Z,8
APPLICATION | DONOMZZ | PROD | ON PREgIOM,DONOMZZ,PROD,ON PREgIOM,DOMAIN CONTROLLER | ZZD | PROD | ON PREgIOM,ZZD,PROD,ON PREgIOM,Unicast,53,TCP,Allowed,Allowed,Consumer,2021-07-16T18:24:07Z,2021-07-16T23:24:07Z,6
